json_file,window_index,window_text,sentiment_label,sentiment_score
63d7b1a77e23b5460ab88069_audio_ranking_explanation_1780152809144_transcript,8,"small scale communities, we kind of already have those. We",neutral,0.7177032828330994
63d7b1a77e23b5460ab88069_audio_ranking_explanation_1780152809144_transcript,9,have suburbs with like HOA communities for people kind of,neutral,0.8067123293876648
63d7b1a77e23b5460ab88069_audio_ranking_explanation_1780152809144_transcript,10,"stake in their own communities, watch out for each other,",neutral,0.792418360710144
63d7b1a77e23b5460ab88069_audio_ranking_explanation_1780152809144_transcript,11,report things. So it kind of made the next sense.,neutral,0.7703348994255066
63d7b1a77e23b5460ab88069_audio_ranking_explanation_1780152809144_transcript,12,Sustainable and secure. Sustainability is always a great idea. But,positive,0.8445971608161926
63d7b1a77e23b5460ab88069_audio_ranking_explanation_1780152809144_transcript,13,the fact that it will be secure is what made,positive,0.5233386754989624
63d7b1a77e23b5460ab88069_audio_ranking_explanation_1780152809144_transcript,14,"me focus on that. But number four, inner morality. I",neutral,0.8443635106086731
63d7b1a77e23b5460ab88069_audio_ranking_explanation_1780152809144_transcript,15,think I placed it here just because I don't trust,negative,0.6978256702423096
63d7b1a77e23b5460ab88069_audio_ranking_explanation_1780152809144_transcript,16,people's morals. We all want to believe we're moral. But,neutral,0.7117646336555481
63d7b1a77e23b5460ab88069_audio_ranking_explanation_1780152809144_transcript,17,"from what I'm seeing in our current world, I think",neutral,0.862933874130249
63d7b1a77e23b5460ab88069_audio_ranking_explanation_1780152809144_transcript,18,"deep down we all have different definitions, even though there",neutral,0.6724963188171387
63d7b1a77e23b5460ab88069_audio_ranking_explanation_1780152809144_transcript,19,might be like a universal basic principle to it. Science,neutral,0.7428022027015686
63d7b1a77e23b5460ab88069_audio_ranking_explanation_1780152809144_transcript,20,"and innovation, while cool, you can always trust the science",positive,0.7771870493888855
63d7b1a77e23b5460ab88069_audio_ranking_explanation_1780152809144_transcript,21,"that's being spit out, you always have to question it,",negative,0.6249751448631287
63d7b1a77e23b5460ab88069_audio_ranking_explanation_1780152809144_transcript,22,"and I feel like if you make science the norm,",negative,0.6163339614868164
63d7b1a77e23b5460ab88069_audio_ranking_explanation_1780152809144_transcript,23,"then you kind of take everything at face value, and",neutral,0.6638750433921814
63d7b1a77e23b5460ab88069_audio_ranking_explanation_1780152809144_transcript,24,things that contradict it might be hidden or dismissed like,negative,0.5217171311378479
63d7b1a77e23b5460ab88069_audio_ranking_explanation_1780152809144_transcript,25,we currently see in our current world. data and data-driven,neutral,0.9061173796653748
63d7b1a77e23b5460ab88069_audio_ranking_explanation_1780152809144_transcript,26,governance ai is the new buzzword so um i'm just,neutral,0.7598893046379089
63d7b1a77e23b5460ab88069_audio_ranking_explanation_1780152809144_transcript,27,kind of skeptical we don't know how it the world,negative,0.5957129597663879
63d7b1a77e23b5460ab88069_audio_ranking_explanation_1780152809144_transcript,28,is going to turn out in the future with how,neutral,0.8760149478912354
63d7b1a77e23b5460ab88069_audio_ranking_explanation_1780152809144_transcript,29,much they're trying to integrate it in every single aspect,neutral,0.7417418956756592
63d7b1a77e23b5460ab88069_audio_ranking_explanation_1780152809144_transcript,30,of our society um and then of course faith-based order,neutral,0.9016523957252502
63d7b1a77e23b5460ab88069_audio_ranking_explanation_1780152809144_transcript,31,we've seen how a face-based world could be and i'd,neutral,0.756434977054596
67103e4ed56cde03a0f2476b_audio_missing_utopia_1780152799804_transcript,0,The only missing future society I could think of would,negative,0.6961967945098877
67103e4ed56cde03a0f2476b_audio_missing_utopia_1780152799804_transcript,1,be one where everybody is working towards the goal of,neutral,0.5101393461227417
67103e4ed56cde03a0f2476b_audio_missing_utopia_1780152799804_transcript,2,"making the planet a better place, working on lowering down",positive,0.7898417711257935
67103e4ed56cde03a0f2476b_audio_missing_utopia_1780152799804_transcript,3,"pollution, working on making the air quality better, and us",neutral,0.6094510555267334
67103e4ed56cde03a0f2476b_audio_missing_utopia_1780152799804_transcript,4,"all practicing sustainability, and also innovating science and bringing about",positive,0.6199297308921814
67103e4ed56cde03a0f2476b_audio_ranking_explanation_1780152764284_transcript,0,I chose them how I did because religion and AI-centered,neutral,0.759619414806366
67103e4ed56cde03a0f2476b_audio_ranking_explanation_1780152764284_transcript,1,utopias and also rule of law just didn't really seem,negative,0.7453956007957458
67103e4ed56cde03a0f2476b_audio_ranking_explanation_1780152764284_transcript,2,fair. I don't feel like religion benefits everybody. The AI-centered,neutral,0.5158066153526306
67103e4ed56cde03a0f2476b_audio_ranking_explanation_1780152764284_transcript,3,utopia also did not really benefit any humans. And the,negative,0.9192152619361877
67103e4ed56cde03a0f2476b_audio_ranking_explanation_1780152764284_transcript,4,rule of law really only benefited security guards or people,negative,0.48804306983947754
67103e4ed56cde03a0f2476b_audio_ranking_explanation_1780152764284_transcript,5,in power. The only ones that seemed okay for human,neutral,0.5925799012184143
67103e4ed56cde03a0f2476b_audio_ranking_explanation_1780152764284_transcript,6,beings would be like a modern green utopia or a,neutral,0.6173829436302185
67103e4ed56cde03a0f2476b_audio_ranking_explanation_1780152764284_transcript,7,futurist one where the humans still matter and we have,neutral,0.7442148923873901
673e5fc42cbf961c153d09d3_audio_missing_utopia_1780154055552_transcript,0,It would be maybe a utopia that solves the scarcity,neutral,0.5355697274208069
673e5fc42cbf961c153d09d3_audio_missing_utopia_1780154055552_transcript,1,"that has been shown in every single of these descriptions,",neutral,0.8301095366477966
673e5fc42cbf961c153d09d3_audio_missing_utopia_1780154055552_transcript,2,ways that we can ration meals until we have innovated,neutral,0.7746431827545166
673e5fc42cbf961c153d09d3_audio_missing_utopia_1780154055552_transcript,3,and created a stability where food doesn't become an issue.,neutral,0.7232020497322083
673e5fc42cbf961c153d09d3_audio_missing_utopia_1780154055552_transcript,4,No one goes hungry. Everyone is maybe assigned a place,neutral,0.7423431873321533
673e5fc42cbf961c153d09d3_audio_missing_utopia_1780154055552_transcript,5,"to live, so they have a roof over their head,",positive,0.5038576126098633
673e5fc42cbf961c153d09d3_audio_missing_utopia_1780154055552_transcript,6,"and we have time for passions and work, which, while",neutral,0.7292584776878357
673e5fc42cbf961c153d09d3_audio_missing_utopia_1780154055552_transcript,7,"maybe mandatory, is essentially your passion, whatever you would like",neutral,0.6194288730621338
673e5fc42cbf961c153d09d3_audio_missing_utopia_1780154055552_transcript,8,to do. that is my uh ideal utopian society i,neutral,0.6629390716552734
673e5fc42cbf961c153d09d3_audio_missing_utopia_1780154055552_transcript,9,suppose a civilization where culture is exemplified and differences and,neutral,0.8498120903968811
673e5fc42cbf961c153d09d3_audio_missing_utopia_1780154055552_transcript,10,distinctions are while emphasized are celebrated and praised that's essentially,neutral,0.6439462304115295
673e5fc42cbf961c153d09d3_audio_ranking_explanation_1780153918926_transcript,0,"When I look at the religious-based utopia, it seemed solely",neutral,0.6462855339050293
673e5fc42cbf961c153d09d3_audio_ranking_explanation_1780153918926_transcript,1,"reliant on a higher power or a, it was, as",neutral,0.8641198873519897
673e5fc42cbf961c153d09d3_audio_ranking_explanation_1780153918926_transcript,2,"it said, a faith-based utopia. I am just not interested",negative,0.8666472434997559
673e5fc42cbf961c153d09d3_audio_ranking_explanation_1780153918926_transcript,3,"in something like that, the restrictions and the ways that",neutral,0.7010771036148071
673e5fc42cbf961c153d09d3_audio_ranking_explanation_1780153918926_transcript,4,it will harm you mentally. And I feel as though,negative,0.8795506358146667
673e5fc42cbf961c153d09d3_audio_ranking_explanation_1780153918926_transcript,5,it would be a rigid kind of place to live.,negative,0.7434080839157104
673e5fc42cbf961c153d09d3_audio_ranking_explanation_1780153918926_transcript,6,The society of low tech and small scale also wasn't,negative,0.49928414821624756
673e5fc42cbf961c153d09d3_audio_ranking_explanation_1780153918926_transcript,7,"something that I really, really appealed to me. Um, simply",positive,0.851122260093689
673e5fc42cbf961c153d09d3_audio_ranking_explanation_1780153918926_transcript,8,because I find that technology has advanced life in such,positive,0.7660074830055237
673e5fc42cbf961c153d09d3_audio_ranking_explanation_1780153918926_transcript,9,a way where it is harmful should it ever disappear,negative,0.8698752522468567
673e5fc42cbf961c153d09d3_audio_ranking_explanation_1780153918926_transcript,10,"or should we be breathed without it, or breathed of",neutral,0.8699855804443359
673e5fc42cbf961c153d09d3_audio_ranking_explanation_1780153918926_transcript,11,"it. Um, and I just, I feel like without technology,",negative,0.5537198185920715
673e5fc42cbf961c153d09d3_audio_ranking_explanation_1780153918926_transcript,12,we would be primitive again. The rule of law is,negative,0.74705970287323
673e5fc42cbf961c153d09d3_audio_ranking_explanation_1780153918926_transcript,13,also just a very rigid and extremely kind. It's something,neutral,0.505314290523529
673e5fc42cbf961c153d09d3_audio_ranking_explanation_1780153918926_transcript,14,where it doesn't really have too much community. It feels,negative,0.5635941624641418
673e5fc42cbf961c153d09d3_audio_ranking_explanation_1780153918926_transcript,15,"as though it's essentially a dystopia, one that is very",negative,0.7466504573822021
673e5fc42cbf961c153d09d3_audio_ranking_explanation_1780153918926_transcript,16,similar to something you might see in science fiction. And,neutral,0.9166280031204224
673e5fc42cbf961c153d09d3_audio_ranking_explanation_1780153918926_transcript,17,it feels very fascist to me. When I look at,negative,0.9118751883506775
673e5fc42cbf961c153d09d3_audio_ranking_explanation_1780153918926_transcript,18,"the Commonwealth of Intermorality, I think this is where we",neutral,0.705414891242981
673e5fc42cbf961c153d09d3_audio_ranking_explanation_1780153918926_transcript,19,"start to get societies that sound good on paper, but",neutral,0.5760783553123474
673e5fc42cbf961c153d09d3_audio_ranking_explanation_1780153918926_transcript,20,may be a little bit difficult to execute. um morally,negative,0.6312422156333923
673e5fc42cbf961c153d09d3_audio_ranking_explanation_1780153918926_transcript,21,a lot of people might not have the best interest,negative,0.5117526054382324
673e5fc42cbf961c153d09d3_audio_ranking_explanation_1780153918926_transcript,22,for you so the idea of a community a communal,neutral,0.870841920375824
673e5fc42cbf961c153d09d3_audio_ranking_explanation_1780153918926_transcript,23,um way to keep everyone accountable on paper it sounds,neutral,0.6706047058105469
673e5fc42cbf961c153d09d3_audio_ranking_explanation_1780153918926_transcript,24,good but who's to say this would actually enact the,negative,0.5568025708198547
673e5fc42cbf961c153d09d3_audio_ranking_explanation_1780153918926_transcript,25,way that people would think um a green utopia for,neutral,0.7639929056167603
673e5fc42cbf961c153d09d3_audio_ranking_explanation_1780153918926_transcript,26,sustainability sounds great to me as recycling and continuing to,positive,0.928981602191925
673e5fc42cbf961c153d09d3_audio_ranking_explanation_1780153918926_transcript,27,relieve the pressure on climate is something that's important to,neutral,0.6109169125556946
673e5fc42cbf961c153d09d3_audio_ranking_explanation_1780153918926_transcript,28,"me. In data-driven governance, I think that AI is essentially",neutral,0.7835702300071716
673e5fc42cbf961c153d09d3_audio_ranking_explanation_1780153918926_transcript,29,"the future. I think that it will, while it may",positive,0.6074672341346741
673e5fc42cbf961c153d09d3_audio_ranking_explanation_1780153918926_transcript,30,be used in very peculiar ways and It may need,neutral,0.5866502523422241
673e5fc42cbf961c153d09d3_audio_ranking_explanation_1780153918926_transcript,31,"governance, and we might need to put legality around it.",neutral,0.7421630024909973
673e5fc42cbf961c153d09d3_audio_ranking_explanation_1780153918926_transcript,32,The idea of AI being a push for the future,neutral,0.5188753008842468
673e5fc42cbf961c153d09d3_audio_ranking_explanation_1780153918926_transcript,33,is always something that resonates deeply with me. And for,positive,0.9389931559562683
673e5fc42cbf961c153d09d3_audio_ranking_explanation_1780153918926_transcript,34,"the futurist utopia, I think that is essentially just the",neutral,0.7088143825531006
673e5fc42cbf961c153d09d3_audio_ranking_explanation_1780153918926_transcript,35,"best one from here, simply because it's how we continuously",positive,0.9459079504013062
673e5fc42cbf961c153d09d3_audio_ranking_explanation_1780153918926_transcript,36,progress anyway. through science and innovation. It's something that is,positive,0.6645791530609131
673e5fc42cbf961c153d09d3_audio_ranking_explanation_1780153918926_transcript,37,essentially our society now. So it's almost like going back,neutral,0.5967824459075928
69c4160ec318cfcd7d4f37a4_audio_missing_utopia_1780153517199_transcript,0,um while i'm thinking about this i don't think that,neutral,0.572636067867279
69c4160ec318cfcd7d4f37a4_audio_missing_utopia_1780153517199_transcript,1,there's anything in particular that's missing what i think would,neutral,0.6635153293609619
69c4160ec318cfcd7d4f37a4_audio_missing_utopia_1780153517199_transcript,2,be most ideal for my personal perspective um and again,positive,0.5293577909469604
69c4160ec318cfcd7d4f37a4_audio_missing_utopia_1780153517199_transcript,3,i mean it's just based on a whim here and,neutral,0.8105509877204895
69c4160ec318cfcd7d4f37a4_audio_missing_utopia_1780153517199_transcript,4,what i've what i've read over the last 15 minutes,neutral,0.9351294040679932
69c4160ec318cfcd7d4f37a4_audio_missing_utopia_1780153517199_transcript,5,um i think that it would be most ideal to,positive,0.6739808320999146
69c4160ec318cfcd7d4f37a4_audio_missing_utopia_1780153517199_transcript,6,take certain factors probably from like my top three or,neutral,0.9058260917663574
69c4160ec318cfcd7d4f37a4_audio_missing_utopia_1780153517199_transcript,7,four choices and i would kind to mix and match,neutral,0.8300530910491943
69c4160ec318cfcd7d4f37a4_audio_missing_utopia_1780153517199_transcript,8,and collaborate a few of those together to get an,neutral,0.8764197826385498
69c4160ec318cfcd7d4f37a4_audio_missing_utopia_1780153517199_transcript,9,adaptation of the best of all those things I think,neutral,0.680233359336853
69c4160ec318cfcd7d4f37a4_audio_missing_utopia_1780153517199_transcript,10,we should be look for sustainability but I think technology,neutral,0.6823900938034058
69c4160ec318cfcd7d4f37a4_audio_missing_utopia_1780153517199_transcript,11,has a place you know I think religion has a,neutral,0.8766880631446838
69c4160ec318cfcd7d4f37a4_audio_missing_utopia_1780153517199_transcript,12,place I think that it's good to get down to,positive,0.7621223330497742
69c4160ec318cfcd7d4f37a4_audio_missing_utopia_1780153517199_transcript,13,our roots and be a little bit primitive if we,neutral,0.616864800453186
69c4160ec318cfcd7d4f37a4_audio_missing_utopia_1780153517199_transcript,14,were broken down into you know there's a lot of,neutral,0.6720510721206665
69c4160ec318cfcd7d4f37a4_audio_missing_utopia_1780153517199_transcript,15,different factors but yeah I think mix and matching a,neutral,0.8718361854553223
69c4160ec318cfcd7d4f37a4_audio_missing_utopia_1780153517199_transcript,16,couple of the best aspects of the top couple groups,positive,0.9541640877723694
69c4160ec318cfcd7d4f37a4_audio_ranking_explanation_1780153331642_transcript,0,uh yeah so I was trying to think about that,neutral,0.8511700630187988
69c4160ec318cfcd7d4f37a4_audio_ranking_explanation_1780153331642_transcript,1,in my head as well um while I am excited,positive,0.8827877640724182
69c4160ec318cfcd7d4f37a4_audio_ranking_explanation_1780153331642_transcript,2,for the new innovations that science and technology have brought,positive,0.8588209748268127
69c4160ec318cfcd7d4f37a4_audio_ranking_explanation_1780153331642_transcript,3,us as I am a pretty big fan of science,positive,0.9272093176841736
69c4160ec318cfcd7d4f37a4_audio_ranking_explanation_1780153331642_transcript,4,not only does it interest me but I think it,positive,0.8245689868927002
69c4160ec318cfcd7d4f37a4_audio_ranking_explanation_1780153331642_transcript,5,does have a place in making society better um I,neutral,0.7824910879135132
69c4160ec318cfcd7d4f37a4_audio_ranking_explanation_1780153331642_transcript,6,don't know that I would go to the point of,negative,0.5225092768669128
69c4160ec318cfcd7d4f37a4_audio_ranking_explanation_1780153331642_transcript,7,wanting it AI centered um and data driven by the,neutral,0.8509489297866821
69c4160ec318cfcd7d4f37a4_audio_ranking_explanation_1780153331642_transcript,8,government governance but um so that's number three i think,neutral,0.8726999163627625
69c4160ec318cfcd7d4f37a4_audio_ranking_explanation_1780153331642_transcript,9,number number one would be the futurist utopia because i,neutral,0.6752843260765076
69c4160ec318cfcd7d4f37a4_audio_ranking_explanation_1780153331642_transcript,10,do have a lot of support and respect for science,positive,0.7113579511642456
69c4160ec318cfcd7d4f37a4_audio_ranking_explanation_1780153331642_transcript,11,and innovation um i think the moral commonwealth i mean,neutral,0.7560924887657166
69c4160ec318cfcd7d4f37a4_audio_ranking_explanation_1780153331642_transcript,12,i think it seems a little unrealistic because you're always,negative,0.5048224329948425
69c4160ec318cfcd7d4f37a4_audio_ranking_explanation_1780153331642_transcript,13,gonna have people who want to do their own thing,neutral,0.6693062782287598
69c4160ec318cfcd7d4f37a4_audio_ranking_explanation_1780153331642_transcript,14,um and no one's moral levels i i mean it,negative,0.8671122789382935
69c4160ec318cfcd7d4f37a4_audio_ranking_explanation_1780153331642_transcript,15,would be interesting to see how that would work but,neutral,0.7967671751976013
69c4160ec318cfcd7d4f37a4_audio_ranking_explanation_1780153331642_transcript,16,if it could i think that would be great um,positive,0.9206481575965881
69c4160ec318cfcd7d4f37a4_audio_ranking_explanation_1780153331642_transcript,17,three would be the data centers because um I think,neutral,0.894889771938324
69c4160ec318cfcd7d4f37a4_audio_ranking_explanation_1780153331642_transcript,18,that we can get to a point with AI as,neutral,0.8269773721694946
69c4160ec318cfcd7d4f37a4_audio_ranking_explanation_1780153331642_transcript,19,long I mean that's take as long as it doesn't,negative,0.5885459184646606
69c4160ec318cfcd7d4f37a4_audio_ranking_explanation_1780153331642_transcript,20,kill us is really the thing because that's what it's,negative,0.851721465587616
69c4160ec318cfcd7d4f37a4_audio_ranking_explanation_1780153331642_transcript,21,about um if that's taken out as a factor then,neutral,0.8339221477508545
69c4160ec318cfcd7d4f37a4_audio_ranking_explanation_1780153331642_transcript,22,yeah I think AI you know centered utopia would be,neutral,0.7800012826919556
69c4160ec318cfcd7d4f37a4_audio_ranking_explanation_1780153331642_transcript,23,would be great aside from that um modern green utopia,positive,0.7770282626152039
69c4160ec318cfcd7d4f37a4_audio_ranking_explanation_1780153331642_transcript,24,followed by primitivist utopia I could live happily in both,positive,0.8230414390563965
69c4160ec318cfcd7d4f37a4_audio_ranking_explanation_1780153331642_transcript,25,"of those lives. I mean, we would be foregoing some",neutral,0.6547960638999939
69c4160ec318cfcd7d4f37a4_audio_ranking_explanation_1780153331642_transcript,26,"amenities that I think everyone enjoys, but it would bring",positive,0.6512274742126465
69c4160ec318cfcd7d4f37a4_audio_ranking_explanation_1780153331642_transcript,27,us back to our roots in nature. Below that is,neutral,0.8516956567764282
69c4160ec318cfcd7d4f37a4_audio_ranking_explanation_1780153331642_transcript,28,"institutional utopia, which is basically like where we're living right",neutral,0.7593721747398376
69c4160ec318cfcd7d4f37a4_audio_ranking_explanation_1780153331642_transcript,29,"now, which isn't awesome, but still better than religious based",negative,0.3953905999660492
69c4160ec318cfcd7d4f37a4_audio_ranking_explanation_1780153331642_transcript,30,"utopia. I mean, and that would really depend on what",neutral,0.7362492680549622
69c4160ec318cfcd7d4f37a4_audio_ranking_explanation_1780153331642_transcript,31,religion we're talking about. Are we talking about religion that,neutral,0.8625394701957703
69c4160ec318cfcd7d4f37a4_audio_ranking_explanation_1780153331642_transcript,32,has been adulterated over the last century or so or,neutral,0.5352946519851685
69c4160ec318cfcd7d4f37a4_audio_ranking_explanation_1780153331642_transcript,33,you know actual you know religion that can mean a,neutral,0.8469898700714111
69c4160ec318cfcd7d4f37a4_audio_ranking_explanation_1780153331642_transcript,34,lot of different things so that's my reasoning and why,neutral,0.7794607281684875
69e91fd1a613772e648e565a_audio_missing_utopia_1780153851261_transcript,0,I believe the societies provided covered all that would be,neutral,0.8417544960975647
69e91fd1a613772e648e565a_audio_missing_utopia_1780153851261_transcript,1,"expected, but what I share was missing is a society",negative,0.6083544492721558
69e91fd1a613772e648e565a_audio_missing_utopia_1780153851261_transcript,2,where some futures could be incorporated. Maybe a society that,neutral,0.864342212677002
69e91fd1a613772e648e565a_audio_missing_utopia_1780153851261_transcript,3,"uses the sustainability and technology, or maybe the one that",neutral,0.8230357766151428
69e91fd1a613772e648e565a_audio_missing_utopia_1780153851261_transcript,4,uses the institutional and AI center together. I think the,neutral,0.9075732827186584
69e91fd1a613772e648e565a_audio_ranking_explanation_1780153689923_transcript,0,I believe that a society that is sustainable and safe,positive,0.7074206471443176
69e91fd1a613772e648e565a_audio_ranking_explanation_1780153689923_transcript,1,"will be the best for the society, irrespective of where",positive,0.7311261892318726
69e91fd1a613772e648e565a_audio_ranking_explanation_1780153689923_transcript,2,"the resources will be abundant, good sleep will be good,",positive,0.9695776104927063
69e91fd1a613772e648e565a_audio_ranking_explanation_1780153689923_transcript,3,"people will be healthy so diseases will be less, that",positive,0.601902961730957
69e91fd1a613772e648e565a_audio_ranking_explanation_1780153689923_transcript,4,is a role in which people can live up to.,neutral,0.65776526927948
69e91fd1a613772e648e565a_audio_ranking_explanation_1780153689923_transcript,5,"I chose the second one as for the moral commonwealth,",neutral,0.8604166507720947
69e91fd1a613772e648e565a_audio_ranking_explanation_1780153689923_transcript,6,because I believe people in themselves can find the heart,positive,0.5100973844528198
69e91fd1a613772e648e565a_audio_ranking_explanation_1780153689923_transcript,7,to live with each other harmoniously and govern themselves. Unlike,neutral,0.7808970212936401
69e91fd1a613772e648e565a_audio_ranking_explanation_1780153689923_transcript,8,for the institutional where we have to buy trust to,neutral,0.8573769927024841
69e91fd1a613772e648e565a_audio_ranking_explanation_1780153689923_transcript,9,institutional and a question of trust a licensure to who,neutral,0.8951829075813293
69e91fd1a613772e648e565a_audio_ranking_explanation_1780153689923_transcript,10,governs those institutions the ai the ai one is centuries,neutral,0.8497605919837952
69e91fd1a613772e648e565a_audio_ranking_explanation_1780153689923_transcript,11,have a question of privacy the possibility as who controls,neutral,0.8617478013038635
69e91fd1a613772e648e565a_audio_ranking_explanation_1780153689923_transcript,12,it so that we can be learned for the science,neutral,0.8379603028297424
69e91fd1a613772e648e565a_audio_ranking_explanation_1780153689923_transcript,13,and innovation it will be difficult to have a trust,negative,0.5465829968452454
69e91fd1a613772e648e565a_audio_ranking_explanation_1780153689923_transcript,14,"on AI systems and a whole. And for the primitives,",neutral,0.8704714775085449
69e91fd1a613772e648e565a_audio_ranking_explanation_1780153689923_transcript,15,"primitivist and religious, that's quite difficult because I believe there",neutral,0.5735745429992676
69e91fd1a613772e648e565a_audio_ranking_explanation_1780153689923_transcript,16,would be a lot of bias and a lot of,negative,0.7220296263694763
69fe9e67a20599144f688b50_audio_missing_utopia_1780153147993_transcript,0,I really don't think that there was a missing utopia.,negative,0.5968970656394958
69fe9e67a20599144f688b50_audio_missing_utopia_1780153147993_transcript,1,I think the seven that were presented kind of hit,positive,0.6404345035552979
69fe9e67a20599144f688b50_audio_missing_utopia_1780153147993_transcript,2,them all. I guess the only additional utopia maybe that,neutral,0.7885046005249023
69fe9e67a20599144f688b50_audio_missing_utopia_1780153147993_transcript,3,should have been included would be one in which technology,neutral,0.8138777017593384
